Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,GSM,is_NEN,matched_cell_line,organ,nen_class,grade,subtype,data_source,title,summary,geo_id,n_samples,platform,pubmed_id,sample_type
SRR35298653,2025-10-22T09:07:10Z,2025-09-09T08:46:36Z,17488698,5281586796,17488698,302,1706,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35298/SRR35298653/SRR35298653.lite.1,SRX30400719,HKWMVDSX2_104694-001-015,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP618277,PRJNA1321722,NA,1321722,SRS26437335,SAMN51222795,simple,9606,Homo sapiens,104694-001-015,NA,NA,NA,NA,female,NA,no,NA,NA,NA,NA,ERASMUS MC,SRA2217249,NA,public,7242A05403E4669A18B9EAC86A808035,F29FD8A82863C15C8656D5C307D59930,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR35298661,2025-10-22T09:07:10Z,2025-09-09T08:46:08Z,12742551,3848250402,12742551,302,1291,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35298/SRR35298661/SRR35298661.lite.1,SRX30400711,HN2JVDSX2_104694-001-001,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP618277,PRJNA1321722,NA,1321722,SRS26437328,SAMN51222781,simple,9606,Homo sapiens,104694-001-001,NA,NA,NA,NA,female,NA,no,NA,NA,NA,NA,ERASMUS MC,SRA2217249,NA,public,41C5E1378A099CE3362A214F0D6517D5,E5AB67A7B018AB86804649B6510CAD45,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR35298662,2025-10-22T09:07:10Z,2025-09-09T08:46:57Z,18777279,5670738258,18777279,302,1852,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35298/SRR35298662/SRR35298662.lite.1,SRX30400710,HKWMVDSX2_104694-001-001,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP618277,PRJNA1321722,NA,1321722,SRS26437328,SAMN51222781,simple,9606,Homo sapiens,104694-001-001,NA,NA,NA,NA,female,NA,no,NA,NA,NA,NA,ERASMUS MC,SRA2217249,NA,public,5159C62807CAC94BA7CFD0DBA31EF218,AC398159F46C37AC7B3BE8EBF537859D,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR35298660,2025-10-22T09:07:10Z,2025-09-09T08:47:10Z,20330810,6139904620,20330810,302,2062,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35298/SRR35298660/SRR35298660.lite.1,SRX30400712,HN2JVDSX2_104694-001-009,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP618277,PRJNA1321722,NA,1321722,SRS26437329,SAMN51222789,simple,9606,Homo sapiens,104694-001-009,NA,NA,NA,NA,female,NA,no,NA,NA,NA,NA,ERASMUS MC,SRA2217249,NA,public,E5EE2DE10501043AE0827649E9E476A1,A3649FA6EF72CA4985F6A01E6AADA04D,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR35298658,2025-10-22T09:07:10Z,2025-09-09T08:45:00Z,3526107,1064884314,3526107,302,356,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35298/SRR35298658/SRR35298658.lite.1,SRX30400714,HN2JVDSX2_104694-001-010,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP618277,PRJNA1321722,NA,1321722,SRS26437330,SAMN51222790,simple,9606,Homo sapiens,104694-001-010,NA,NA,NA,NA,female,NA,no,NA,NA,NA,NA,ERASMUS MC,SRA2217249,NA,public,5BF20508C8569BA96C527143AD7081F0,EE0BD1834A74C9EA9229A80AAD532308,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR35298659,2025-10-22T09:07:10Z,2025-09-09T08:47:05Z,19139468,5780119336,19139468,302,1880,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR035/35298/SRR35298659/SRR35298659.lite.1,SRX30400713,HKWMVDSX2_104694-001-010,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP618277,PRJNA1321722,NA,1321722,SRS26437330,SAMN51222790,simple,9606,Homo sapiens,104694-001-010,NA,NA,NA,NA,female,NA,no,NA,NA,NA,NA,ERASMUS MC,SRA2217249,NA,public,5667364556EFF96528173201B9701437,9B6C16F54B64A26EC6FD0826A98DDDA9,NA,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR30331072,2025-02-17T15:25:52Z,2024-08-21T13:15:19Z,175647221,35112284294,175647221,199,11321,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR030/30331/SRR30331072/SRR30331072.lite.1,SRX25791308,GSM8475811,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP527842,PRJNA1150567,4,1150567,SRS22422748,SAMN43289331,simple,9606,Homo sapiens,GSM8475811,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,IMB RAS,SRA1952909,NA,public,C302DE2E591E41562523C17D8C3B30D0,7DCF94316E3AA8E3395931D2F63EDAFE,GSM8475811,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221211,2025-03-12T18:52:32Z,2024-11-04T16:15:54Z,18668772,5600631600,18668772,300,4506,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221211/SRR31221211.lite.1,SRX26601830,GSM8609721,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101821,SAMN44572829,simple,9606,Homo sapiens,GSM8609721,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,2688EC40046BEFBCF2A5CF5B2C560FC8,D3FE6E2089F57A4DCC45A6855AEA335C,GSM8609721,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31385615,2024-12-31T03:26:32Z,2024-11-18T20:53:07Z,266639705,79991911500,266639705,300,41610,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31385/SRR31385615/SRR31385615.lite.1,SRX26758968,GSM8639518,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,GENEMIND,GenoLab M,SRP546012,PRJNA1187602,3,1187602,SRS23246538,SAMN44800758,simple,9606,Homo sapiens,GSM8639518,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,MOSCOW CENTER FOR ADVANCED STUDIES,SRA2017122,NA,public,2DBB822B3794DE7F1C355542103B296E,CFC162354EA997ECE1603AD62081EF43,GSM8639518,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31385616,2024-12-31T03:26:32Z,2024-11-18T22:05:46Z,705013961,211504188300,0,300,114768,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31385/SRR31385616/SRR31385616.lite.1,SRX26758968,GSM8639518,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,GENEMIND,GenoLab M,SRP546012,PRJNA1187602,3,1187602,SRS23246538,SAMN44800758,simple,9606,Homo sapiens,GSM8639518,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,MOSCOW CENTER FOR ADVANCED STUDIES,SRA2017122,NA,public,5F66481DD558FF0AC3C927FBB61859B3,5D157E994773D4D56D58F1945C9A00A8,GSM8639518,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31441535,2025-09-15T08:40:32Z,2024-11-22T08:04:45Z,20750464,6225139200,20750464,300,1740,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR031/31441/SRR31441535/SRR31441535.lite.1,SRX26810362,GSM8646864,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP546950,PRJNA1189430,NA,1189430,SRS23295569,SAMN44960185,simple,9606,Homo sapiens,GSM8646864,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA2019730,NA,public,650B863E4387DD6C77133231CDCC2E04,71147E16E4B99D4BFA285CC8A67CB56E,GSM8646864,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31695445,2024-12-17T00:36:24Z,2024-12-12T10:37:04Z,525570776,157671232800,525570776,300,54682,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31695/SRR31695445/SRR31695445.lite.1,SRX27057215,GSM8678126,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP551063,PRJNA1197389,3,1197389,SRS23518975,SAMN45803635,simple,9606,Homo sapiens,GSM8678126,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,THE SECOND HOSPITAL OF DALIAN MEDICAL UNIVERSITY,SRA2032639,NA,public,C04B742EF55E9620892D88B669B73806,4168B2843057BBF75298FD1CC2B3D5C7,GSM8678126,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31695446,2024-12-17T00:36:25Z,2024-12-12T09:37:42Z,59031057,17709317100,59031057,300,6097,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31695/SRR31695446/SRR31695446.lite.1,SRX27057215,GSM8678126,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP551063,PRJNA1197389,3,1197389,SRS23518975,SAMN45803635,simple,9606,Homo sapiens,GSM8678126,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,THE SECOND HOSPITAL OF DALIAN MEDICAL UNIVERSITY,SRA2032639,NA,public,4B0D9B34FBC9D6E0658AB1270C929CC3,3DA57464B1E57D05B2A48887BFB256E6,GSM8678126,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221216,2025-03-12T18:52:32Z,2024-11-04T16:33:05Z,37415332,11224599600,37415332,300,8280,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221216/SRR31221216.lite.1,SRX26601825,GSM8609716,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101816,SAMN44572834,simple,9606,Homo sapiens,GSM8609716,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,E96FF06FCFD5F97BA0EA02CE3BBAD1D4,080549C7A428D679F4DBD3A33E511F98,GSM8609716,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221215,2025-03-12T18:52:32Z,2024-11-04T16:29:09Z,32300854,9690256200,32300854,300,7440,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221215/SRR31221215.lite.1,SRX26601826,GSM8609717,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101818,SAMN44572833,simple,9606,Homo sapiens,GSM8609717,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,010670A03E8B3A1D83DEF7C6B6209E0D,C41B7BD37408C6FB336DDBAE4A267AC1,GSM8609717,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221214,2025-03-12T18:52:32Z,2024-11-04T16:16:45Z,25615876,7684762800,25615876,300,6239,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221214/SRR31221214.lite.1,SRX26601827,GSM8609718,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101817,SAMN44572832,simple,9606,Homo sapiens,GSM8609718,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,4042EB1C3F71EC881720BBFE22A896B6,D3BB614ED9D671C0D19333DDB75E5EF3,GSM8609718,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221213,2025-03-12T18:52:32Z,2024-11-04T16:22:46Z,29228819,8768645700,29228819,300,7029,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221213/SRR31221213.lite.1,SRX26601828,GSM8609719,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101819,SAMN44572831,simple,9606,Homo sapiens,GSM8609719,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,54ACEB1587B704D8E739672A7E3239F3,314B796A680AF9FF4B37A7A47831E4AF,GSM8609719,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221212,2025-03-12T18:52:32Z,2024-11-04T16:25:14Z,29153527,8746058100,29153527,300,7015,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221212/SRR31221212.lite.1,SRX26601829,GSM8609720,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101820,SAMN44572830,simple,9606,Homo sapiens,GSM8609720,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,D8F86598A4E2D5C0371D5E43949853F1,952B72A32363901B6FA088DA285C5F63,GSM8609720,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221221,2025-03-12T18:52:31Z,2024-11-04T16:21:16Z,38437467,11531240100,38437467,300,9253,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221221/SRR31221221.lite.1,SRX26601820,GSM8609711,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101811,SAMN44572839,simple,9606,Homo sapiens,GSM8609711,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,9D8747CBE0A449E15B9B074ED2892AAB,E848278A8F3069CBB67A9A9B8F15EE00,GSM8609711,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221220,2025-03-12T18:52:31Z,2024-11-04T16:19:15Z,31986670,9596001000,31986670,300,7485,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221220/SRR31221220.lite.1,SRX26601821,GSM8609712,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101812,SAMN44572838,simple,9606,Homo sapiens,GSM8609712,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,B2C3728C8E9535852F2465B30011BA35,DFB308159EC052A175A2D66A6D0F4A56,GSM8609712,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221219,2025-03-12T18:52:32Z,2024-11-04T16:14:41Z,13333162,3999948600,13333162,300,3066,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221219/SRR31221219.lite.1,SRX26601822,GSM8609713,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101813,SAMN44572837,simple,9606,Homo sapiens,GSM8609713,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,A36E9AFAC44B5877C8019846DA9EDF2B,E45CC1975BEC44F3F17815DC8A6A0699,GSM8609713,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221218,2025-03-12T18:52:32Z,2024-11-04T16:17:04Z,26774474,8032342200,26774474,300,6145,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221218/SRR31221218.lite.1,SRX26601823,GSM8609714,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101814,SAMN44572836,simple,9606,Homo sapiens,GSM8609714,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,5AD903A817FC836BA579795BE5FF2A08,A659C514B7F75479B602191073E8BA67,GSM8609714,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221217,2025-03-12T18:52:32Z,2024-11-04T16:21:36Z,41096854,12329056200,41096854,300,9444,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221217/SRR31221217.lite.1,SRX26601824,GSM8609715,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101815,SAMN44572835,simple,9606,Homo sapiens,GSM8609715,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,CA0B40AF34E4216D31B672F44C31F9F1,F3F4516CA939318ABD294EA726102847,GSM8609715,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221226,2025-03-12T18:52:31Z,2024-11-04T16:24:38Z,52267844,15680353200,52267844,300,11601,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221226/SRR31221226.lite.1,SRX26601815,GSM8609706,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101806,SAMN44572844,simple,9606,Homo sapiens,GSM8609706,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,E8A3496CE22D18A7881D65A4A9073F17,CA5FF5BD32E2941534982C3E6661794D,GSM8609706,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221225,2025-03-12T18:52:31Z,2024-11-04T16:14:48Z,11165192,3349557600,11165192,300,2525,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221225/SRR31221225.lite.1,SRX26601816,GSM8609707,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101807,SAMN44572843,simple,9606,Homo sapiens,GSM8609707,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,72847679418FB5BA66C6C83F09A24608,30C82B8F4724C732A2B054CFB1F082AF,GSM8609707,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221224,2025-03-12T18:52:31Z,2024-11-04T16:23:00Z,49845830,14953749000,49845830,300,11371,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221224/SRR31221224.lite.1,SRX26601817,GSM8609708,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101808,SAMN44572842,simple,9606,Homo sapiens,GSM8609708,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,7F0609A13D41D9EF0CFE1A1950F546D1,C02E9BF0D70DC0803F545AA2CD53631E,GSM8609708,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221223,2025-03-12T18:52:31Z,2024-11-04T16:17:56Z,28102470,8430741000,28102470,300,6453,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221223/SRR31221223.lite.1,SRX26601818,GSM8609709,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101809,SAMN44572841,simple,9606,Homo sapiens,GSM8609709,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,A4C75506EFDB061676E71DAC423C9BE2,2212E15431A72825595FDBC4E523BBBA,GSM8609709,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221222,2025-03-12T18:52:31Z,2024-11-04T16:15:40Z,14916550,4474965000,14916550,300,3557,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221222/SRR31221222.lite.1,SRX26601819,GSM8609710,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101810,SAMN44572840,simple,9606,Homo sapiens,GSM8609710,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,CAC987CED0BAF05C959777C95E3E7596,4A1C45E1A04A090E6EBD8034B84D061B,GSM8609710,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221231,2025-03-12T18:52:30Z,2024-11-04T16:20:24Z,33587234,10076170200,33587234,300,7864,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221231/SRR31221231.lite.1,SRX26601810,GSM8609701,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101801,SAMN44572849,simple,9606,Homo sapiens,GSM8609701,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,35FE4C0ECC41080B0B2D6ECC807B6185,2C69A2D78E28F2A10E5A48584073D6AD,GSM8609701,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
SRR31221230,2025-03-12T18:52:30Z,2024-11-04T16:29:22Z,72056548,21616964400,72056548,300,16474,NA,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR031/31221/SRR31221230/SRR31221230.lite.1,SRX26601811,GSM8609702,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-G400,SRP543093,PRJNA1181877,4,1181877,SRS23101802,SAMN44572848,simple,9606,Homo sapiens,GSM8609702,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,"MOLECULAR AND FUNCTIONAL GENOMICS, LATVIAN BIOMEDICAL RESEARCH AND STUDY CENTRE",SRA2005133,NA,public,6E64380C030BD09B14C7E7FC0AEBD5F9,70C58F4FDEF80EEA92BFE31C15BDB603,GSM8609702,FALSE,NA,Unknown,Unknown,Unknown,Unknown,SRA,,,NA,NA,NA,NA,Unknown
